time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2020-05-07 19:44:22.503 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, ,3, , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66097127424,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880602314,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,52376368,2, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:45:22.509 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66097135616,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880602314,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,52376368,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:45:50.579 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66097606656,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,25,3,18,53892408,5, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:46:50.581 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, ,3, , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66096451584,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60418768,3, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:47:50.588 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66096447488,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60418768,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:48:50.590 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66095415296,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60418768,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:49:50.592 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66094878720,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60418768,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:50:50.594 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66095964160,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,61729512,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:51:50.598 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66095206400,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,61729512,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:52:50.603 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66095972352,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,61729512,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:53:50.606 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66094882816,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880750394,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,61729512,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
